,Last Refresh: 2024-11-24 19:15:48,,,
Calendar Basis,,,,
Portfolio, ,원,,
Item, , ,,
Frequency,일간,KRW,,
Non-Trading Day,Previous,Asc,,
Include Weekend,ALL, ,,
Term,20071020,20241120,,
Symbol,I.001,I.101,I.201,I.253
Symbol Name,코스피,코스피 200,코스닥,코스닥 150
Kind,IDX,IDX,IDX,IDX
Item,I31000040F,I31000040F,I31000040F,I31000040F
Item Name,종가지수(포인트),종가지수(포인트),종가지수(포인트),종가지수(포인트)
Frequency,DAILY,DAILY,DAILY,DAILY
2023-04-22,"2,544.40",330.94,868.82,"1,304.65"
2023-04-23,"2,544.40",330.94,868.82,"1,304.65"
2023-04-24,"2,523.50",328.70,855.23,"1,286.08"
2023-04-25,"2,489.02",324.48,838.71,"1,260.86"
2023-04-26,"2,484.83",323.97,830.44,"1,253.15"
2023-04-27,"2,495.81",325.09,850.21,"1,302.81"
2023-04-28,"2,501.53",326.46,842.83,"1,299.28"
2023-04-29,"2,501.53",326.46,842.83,"1,299.28"
2023-04-30,"2,501.53",326.46,842.83,"1,299.28"
2023-05-01,"2,501.53",326.46,842.83,"1,299.28"
2023-05-02,"2,524.39",329.09,855.61,"1,317.00"
2023-05-03,"2,501.40",326.52,843.18,"1,281.82"
2023-05-04,"2,500.94",326.17,845.06,"1,292.32"
2023-05-05,"2,500.94",326.17,845.06,"1,292.32"
2023-05-06,"2,500.94",326.17,845.06,"1,292.32"
2023-05-07,"2,500.94",326.17,845.06,"1,292.32"
2023-05-08,"2,513.21",328.90,842.28,"1,277.86"
2023-05-09,"2,510.06",328.22,835.85,"1,264.57"
2023-05-10,"2,496.51",326.04,829.74,"1,250.16"
2023-05-11,"2,491.00",325.28,824.54,"1,231.08"
2023-05-12,"2,475.42",323.61,822.43,"1,228.95"
2023-05-13,"2,475.42",323.61,822.43,"1,228.95"
2023-05-14,"2,475.42",323.61,822.43,"1,228.95"
2023-05-15,"2,479.35",324.46,814.53,"1,218.98"
2023-05-16,"2,480.24",325.31,816.75,"1,233.06"
2023-05-17,"2,494.66",326.61,834.19,"1,266.71"
2023-05-18,"2,515.40",329.84,835.89,"1,259.22"
2023-05-19,"2,537.79",334.23,841.72,"1,266.77"
2023-05-20,"2,537.79",334.23,841.72,"1,266.77"
2023-05-21,"2,537.79",334.23,841.72,"1,266.77"
2023-05-22,"2,557.08",336.27,852.04,"1,289.20"
2023-05-23,"2,567.55",337.09,859.16,"1,304.70"
2023-05-24,"2,567.45",336.49,855.46,"1,295.62"
2023-05-25,"2,554.69",335.35,847.72,"1,278.26"
2023-05-26,"2,558.81",337.11,843.23,"1,275.05"
2023-05-27,"2,558.81",337.11,843.23,"1,275.05"
2023-05-28,"2,558.81",337.11,843.23,"1,275.05"
2023-05-29,"2,558.81",337.11,843.23,"1,275.05"
2023-05-30,"2,585.52",341.50,851.50,"1,293.51"
2023-05-31,"2,577.12",339.12,856.94,"1,308.65"
2023-06-01,"2,569.17",338.08,863.78,"1,320.81"
2023-06-02,"2,601.36",342.67,868.06,"1,324.81"
2023-06-03,"2,601.36",342.67,868.06,"1,324.81"
2023-06-04,"2,601.36",342.67,868.06,"1,324.81"
2023-06-05,"2,615.41",343.91,870.28,"1,321.87"
2023-06-06,"2,615.41",343.91,870.28,"1,321.87"
2023-06-07,"2,615.60",343.22,880.72,"1,349.87"
2023-06-08,"2,610.85",342.75,876.13,"1,342.74"
2023-06-09,"2,641.16",346.79,883.71,"1,355.67"
2023-06-10,"2,641.16",346.79,883.71,"1,355.67"
2023-06-11,"2,641.16",346.79,883.71,"1,355.67"
2023-06-12,"2,629.35",344.57,885.76,"1,362.38"
2023-06-13,"2,637.95",346.39,896.81,"1,388.57"
2023-06-14,"2,619.08",344.65,871.83,"1,332.18"
2023-06-15,"2,608.54",343.19,878.04,"1,345.78"
2023-06-16,"2,625.79",345.17,887.95,"1,366.16"
2023-06-17,"2,625.79",345.17,887.95,"1,366.16"
2023-06-18,"2,625.79",345.17,887.95,"1,366.16"
2023-06-19,"2,609.50",343.13,888.61,"1,366.40"
2023-06-20,"2,604.91",342.58,886.41,"1,357.97"
2023-06-21,"2,582.63",339.44,875.70,"1,335.18"
2023-06-22,"2,593.70",341.12,876.38,"1,339.14"
2023-06-23,"2,570.10",338.45,874.84,"1,335.69"
2023-06-24,"2,570.10",338.45,874.84,"1,335.69"
2023-06-25,"2,570.10",338.45,874.84,"1,335.69"
2023-06-26,"2,582.20",340.38,879.50,"1,341.49"
2023-06-27,"2,581.39",340.32,874.14,"1,324.28"
2023-06-28,"2,564.19",338.41,866.97,"1,306.46"
2023-06-29,"2,550.02",336.39,861.79,"1,303.90"
2023-06-30,"2,564.28",337.95,868.24,"1,322.36"
2023-07-01,"2,564.28",337.95,868.24,"1,322.36"
2023-07-02,"2,564.28",337.95,868.24,"1,322.36"
2023-07-03,"2,602.47",343.08,889.29,"1,370.89"
2023-07-04,"2,593.31",341.59,890.00,"1,367.08"
2023-07-05,"2,579.00",339.04,891.18,"1,377.37"
2023-07-06,"2,556.29",336.20,870.53,"1,346.24"
2023-07-07,"2,526.71",331.57,867.27,"1,345.39"
2023-07-08,"2,526.71",331.57,867.27,"1,345.39"
2023-07-09,"2,526.71",331.57,867.27,"1,345.39"
2023-07-10,"2,520.70",330.84,860.35,"1,328.79"
2023-07-11,"2,562.49",337.02,878.73,"1,364.03"
2023-07-12,"2,574.72",339.46,879.88,"1,359.04"
2023-07-13,"2,591.23",341.13,893.07,"1,380.55"
2023-07-14,"2,628.30",346.93,896.28,"1,395.64"
2023-07-15,"2,628.30",346.93,896.28,"1,395.64"
2023-07-16,"2,628.30",346.93,896.28,"1,395.64"
2023-07-17,"2,619.00",345.75,898.29,"1,398.56"
2023-07-18,"2,607.62",343.38,914.14,"1,446.37"
2023-07-19,"2,608.24",343.11,923.72,"1,477.55"
2023-07-20,"2,600.23",341.67,931.60,"1,488.70"
2023-07-21,"2,609.76",342.39,934.58,"1,505.92"
2023-07-22,"2,609.76",342.39,934.58,"1,505.92"
2023-07-23,"2,609.76",342.39,934.58,"1,505.92"
2023-07-24,"2,628.53",344.32,929.90,"1,517.96"
2023-07-25,"2,636.46",344.92,939.96,"1,570.79"
2023-07-26,"2,592.36",340.56,900.63,"1,509.83"
2023-07-27,"2,603.81",344.76,883.79,"1,443.28"
2023-07-28,"2,608.32",344.03,913.74,"1,499.73"
2023-07-29,"2,608.32",344.03,913.74,"1,499.73"
2023-07-30,"2,608.32",344.03,913.74,"1,499.73"
2023-07-31,"2,632.58",345.62,935.97,"1,551.24"
2023-08-01,"2,667.07",351.00,939.67,"1,545.48"
2023-08-02,"2,616.47",343.80,909.76,"1,479.17"
2023-08-03,"2,605.39",341.54,920.32,"1,519.44"
2023-08-04,"2,602.80",341.25,918.43,"1,503.29"
2023-08-05,"2,602.80",341.25,918.43,"1,503.29"
2023-08-06,"2,602.80",341.25,918.43,"1,503.29"
2023-08-07,"2,580.71",339.68,898.22,"1,445.66"
2023-08-08,"2,573.98",337.95,892.34,"1,441.68"
2023-08-09,"2,605.12",341.61,908.98,"1,474.71"
2023-08-10,"2,601.56",340.46,911.29,"1,478.50"
2023-08-11,"2,591.26",338.98,912.20,"1,463.92"
2023-08-12,"2,591.26",338.98,912.20,"1,463.92"
2023-08-13,"2,591.26",338.98,912.20,"1,463.92"
2023-08-14,"2,570.87",336.33,901.68,"1,437.70"
2023-08-15,"2,570.87",336.33,901.68,"1,437.70"
2023-08-16,"2,525.64",331.28,878.29,"1,395.33"
2023-08-17,"2,519.85",330.23,886.04,"1,427.41"
2023-08-18,"2,504.50",328.42,877.32,"1,406.28"
2023-08-19,"2,504.50",328.42,877.32,"1,406.28"
2023-08-20,"2,504.50",328.42,877.32,"1,406.28"
2023-08-21,"2,508.80",328.84,888.71,"1,438.92"
2023-08-22,"2,515.74",329.70,893.33,"1,453.66"
2023-08-23,"2,505.50",329.15,882.87,"1,422.16"
2023-08-24,"2,537.68",333.82,901.74,"1,457.29"
2023-08-25,"2,519.14",330.25,899.38,"1,456.92"
2023-08-26,"2,519.14",330.25,899.38,"1,456.92"
2023-08-27,"2,519.14",330.25,899.38,"1,456.92"
2023-08-28,"2,543.41",332.53,909.38,"1,467.53"
2023-08-29,"2,552.16",333.76,916.24,"1,471.32"
2023-08-30,"2,561.22",334.94,923.81,"1,479.47"
2023-08-31,"2,556.27",334.75,928.40,"1,483.08"
2023-09-01,"2,563.71",338.28,919.74,"1,457.20"
2023-09-02,"2,563.71",338.28,919.74,"1,457.20"
2023-09-03,"2,563.71",338.28,919.74,"1,457.20"
2023-09-04,"2,584.55",341.02,919.16,"1,449.42"
2023-09-05,"2,582.18",340.29,921.48,"1,440.69"
2023-09-06,"2,563.34",337.85,917.95,"1,428.30"
2023-09-07,"2,548.26",336.74,906.36,"1,403.13"
2023-09-08,"2,547.68",336.40,914.18,"1,419.21"
2023-09-09,"2,547.68",336.40,914.18,"1,419.21"
2023-09-10,"2,547.68",336.40,914.18,"1,419.21"
2023-09-11,"2,556.88",337.58,912.55,"1,410.91"
2023-09-12,"2,536.58",335.54,898.04,"1,395.67"
2023-09-13,"2,534.70",335.99,882.72,"1,371.26"
2023-09-14,"2,572.89",341.19,899.47,"1,398.93"
2023-09-15,"2,601.28",344.98,899.03,"1,398.35"
2023-09-16,"2,601.28",344.98,899.03,"1,398.35"
2023-09-17,"2,601.28",344.98,899.03,"1,398.35"
2023-09-18,"2,574.72",340.67,891.29,"1,387.29"
2023-09-19,"2,559.21",338.82,883.89,"1,376.69"
2023-09-20,"2,559.74",338.75,882.72,"1,386.27"
2023-09-21,"2,514.97",333.04,860.68,"1,352.88"
2023-09-22,"2,508.13",332.02,857.35,"1,349.75"
2023-09-23,"2,508.13",332.02,857.35,"1,349.75"
2023-09-24,"2,508.13",332.02,857.35,"1,349.75"
2023-09-25,"2,495.76",331.58,839.17,"1,320.86"
2023-09-26,"2,462.97",326.90,827.82,"1,302.18"
2023-09-27,"2,465.07",326.71,841.02,"1,321.64"
2023-09-28,"2,465.07",326.71,841.02,"1,321.64"
2023-09-29,"2,465.07",326.71,841.02,"1,321.64"
2023-09-30,"2,465.07",326.71,841.02,"1,321.64"
2023-10-01,"2,465.07",326.71,841.02,"1,321.64"
2023-10-02,"2,465.07",326.71,841.02,"1,321.64"
2023-10-03,"2,465.07",326.71,841.02,"1,321.64"
2023-10-04,"2,405.69",319.45,807.40,"1,266.50"
2023-10-05,"2,403.60",318.58,801.02,"1,261.63"
2023-10-06,"2,408.73",318.94,816.39,"1,281.35"
2023-10-07,"2,408.73",318.94,816.39,"1,281.35"
2023-10-08,"2,408.73",318.94,816.39,"1,281.35"
2023-10-09,"2,408.73",318.94,816.39,"1,281.35"
2023-10-10,"2,402.58",319.11,795.00,"1,245.24"
2023-10-11,"2,450.08",324.74,817.12,"1,286.94"
2023-10-12,"2,479.82",328.85,835.49,"1,319.61"
2023-10-13,"2,456.15",325.77,822.78,"1,295.22"
2023-10-14,"2,456.15",325.77,822.78,"1,295.22"
2023-10-15,"2,456.15",325.77,822.78,"1,295.22"
2023-10-16,"2,436.24",323.29,810.54,"1,282.55"
2023-10-17,"2,460.17",327.35,820.38,"1,294.69"
2023-10-18,"2,462.60",328.82,808.89,"1,274.61"
2023-10-19,"2,415.80",322.76,784.04,"1,237.26"
2023-10-20,"2,375.00",317.96,769.25,"1,214.74"
2023-10-21,"2,375.00",317.96,769.25,"1,214.74"
2023-10-22,"2,375.00",317.96,769.25,"1,214.74"
2023-10-23,"2,357.02",315.50,763.69,"1,209.23"
2023-10-24,"2,383.51",318.43,784.86,"1,247.56"
2023-10-25,"2,363.17",316.49,770.84,"1,208.41"
2023-10-26,"2,299.08",307.75,743.85,"1,160.79"
2023-10-27,"2,302.81",308.53,748.49,"1,175.63"
2023-10-28,"2,302.81",308.53,748.49,"1,175.63"
2023-10-29,"2,302.81",308.53,748.49,"1,175.63"
2023-10-30,"2,310.55",308.95,757.12,"1,189.29"
2023-10-31,"2,277.99",305.56,736.10,"1,147.92"
2023-11-01,"2,301.56",309.71,739.23,"1,145.96"
2023-11-02,"2,343.12",315.16,772.84,"1,209.47"
2023-11-03,"2,368.34",318.24,782.05,"1,215.90"
2023-11-04,"2,368.34",318.24,782.05,"1,215.90"
2023-11-05,"2,368.34",318.24,782.05,"1,215.90"
2023-11-06,"2,502.37",334.16,839.45,"1,363.22"
2023-11-07,"2,443.96",327.29,824.37,"1,333.45"
2023-11-08,"2,421.62",324.00,811.02,"1,291.23"
2023-11-09,"2,427.08",325.29,802.87,"1,279.72"
2023-11-10,"2,409.66",323.75,789.31,"1,254.12"
2023-11-11,"2,409.66",323.75,789.31,"1,254.12"
2023-11-12,"2,409.66",323.75,789.31,"1,254.12"
2023-11-13,"2,403.76",323.31,774.42,"1,230.50"
2023-11-14,"2,433.25",326.57,794.19,"1,265.86"
2023-11-15,"2,486.67",333.96,809.36,"1,288.45"
2023-11-16,"2,488.18",334.31,811.11,"1,283.21"
2023-11-17,"2,469.85",332.06,799.06,"1,260.39"
2023-11-18,"2,469.85",332.06,799.06,"1,260.39"
2023-11-19,"2,469.85",332.06,799.06,"1,260.39"
2023-11-20,"2,491.20",334.23,813.08,"1,287.66"
2023-11-21,"2,510.42",336.57,817.01,"1,291.13"
2023-11-22,"2,511.70",336.81,814.61,"1,282.44"
2023-11-23,"2,514.96",336.91,815.98,"1,286.62"
2023-11-24,"2,496.63",334.00,815.00,"1,277.18"
2023-11-25,"2,496.63",334.00,815.00,"1,277.18"
2023-11-26,"2,496.63",334.00,815.00,"1,277.18"
2023-11-27,"2,495.66",333.67,810.25,"1,271.49"
2023-11-28,"2,521.76",337.52,816.44,"1,290.09"
2023-11-29,"2,519.81",336.62,822.44,"1,307.62"
2023-11-30,"2,535.29",338.43,831.68,"1,323.92"
2023-12-01,"2,505.01",334.80,827.24,"1,315.57"
2023-12-02,"2,505.01",334.80,827.24,"1,315.57"
2023-12-03,"2,505.01",334.80,827.24,"1,315.57"
2023-12-04,"2,514.95",336.14,828.52,"1,320.85"
2023-12-05,"2,494.28",332.85,813.38,"1,296.76"
2023-12-06,"2,495.38",333.45,819.54,"1,302.31"
2023-12-07,"2,492.07",332.67,813.20,"1,291.32"
2023-12-08,"2,517.85",336.60,830.37,"1,325.26"
2023-12-09,"2,517.85",336.60,830.37,"1,325.26"
2023-12-10,"2,517.85",336.60,830.37,"1,325.26"
2023-12-11,"2,525.36",337.93,835.25,"1,332.19"
2023-12-12,"2,535.27",339.77,839.53,"1,340.76"
2023-12-13,"2,510.66",336.68,829.31,"1,316.41"
2023-12-14,"2,544.18",341.33,840.59,"1,346.66"
2023-12-15,"2,563.56",343.99,838.31,"1,346.96"
2023-12-16,"2,563.56",343.99,838.31,"1,346.96"
2023-12-17,"2,563.56",343.99,838.31,"1,346.96"
2023-12-18,"2,566.86",343.50,850.96,"1,372.39"
2023-12-19,"2,568.55",343.95,858.30,"1,390.85"
2023-12-20,"2,614.30",350.11,862.98,"1,395.37"
2023-12-21,"2,600.02",348.78,859.44,"1,387.48"
2023-12-22,"2,599.51",349.15,854.62,"1,369.78"
2023-12-23,"2,599.51",349.15,854.62,"1,369.78"
2023-12-24,"2,599.51",349.15,854.62,"1,369.78"
2023-12-25,"2,599.51",349.15,854.62,"1,369.78"
2023-12-26,"2,602.59",350.43,848.34,"1,357.08"
2023-12-27,"2,613.50",352.46,859.79,"1,384.38"
2023-12-28,"2,655.28",357.99,866.57,"1,393.46"
2023-12-29,"2,655.28",357.99,866.57,"1,393.46"
2023-12-30,"2,655.28",357.99,866.57,"1,393.46"
2023-12-31,"2,655.28",357.99,866.57,"1,393.46"
2024-01-01,"2,655.28",357.99,866.57,"1,393.46"
2024-01-02,"2,669.81",360.55,878.93,"1,407.90"
2024-01-03,"2,607.31",351.20,871.57,"1,383.73"
2024-01-04,"2,587.02",348.07,866.25,"1,371.76"
2024-01-05,"2,578.08",347.22,878.33,"1,399.33"
2024-01-06,"2,578.08",347.22,878.33,"1,399.33"
2024-01-07,"2,578.08",347.22,878.33,"1,399.33"
2024-01-08,"2,567.82",345.58,879.34,"1,389.98"
2024-01-09,"2,561.24",343.81,884.64,"1,397.33"
2024-01-10,"2,541.98",340.66,875.46,"1,381.42"
2024-01-11,"2,540.27",340.28,882.53,"1,396.86"
2024-01-12,"2,525.05",338.22,868.08,"1,369.06"
2024-01-13,"2,525.05",338.22,868.08,"1,369.06"
2024-01-14,"2,525.05",338.22,868.08,"1,369.06"
2024-01-15,"2,525.99",339.24,859.71,"1,346.34"
2024-01-16,"2,497.59",334.73,854.83,"1,339.10"
2024-01-17,"2,435.90",326.11,833.05,"1,307.10"
2024-01-18,"2,440.04",327.13,840.33,"1,314.96"
2024-01-19,"2,472.74",332.99,842.67,"1,305.85"
2024-01-20,"2,472.74",332.99,842.67,"1,305.85"
2024-01-21,"2,472.74",332.99,842.67,"1,305.85"
2024-01-22,"2,464.35",332.63,839.69,"1,288.56"
2024-01-23,"2,478.61",334.97,840.11,"1,289.63"
2024-01-24,"2,469.69",333.27,836.21,"1,280.89"
2024-01-25,"2,470.34",333.80,823.74,"1,262.57"
2024-01-26,"2,478.56",334.21,837.24,"1,298.39"
2024-01-27,"2,478.56",334.21,837.24,"1,298.39"
2024-01-28,"2,478.56",334.21,837.24,"1,298.39"
2024-01-29,"2,500.65",337.84,819.14,"1,271.03"
2024-01-30,"2,498.81",337.48,818.86,"1,276.48"
2024-01-31,"2,497.09",336.24,799.24,"1,241.75"
2024-02-01,"2,542.46",342.41,798.73,"1,247.57"
2024-02-02,"2,615.31",353.43,814.77,"1,282.17"
2024-02-03,"2,615.31",353.43,814.77,"1,282.17"
2024-02-04,"2,615.31",353.43,814.77,"1,282.17"
2024-02-05,"2,591.31",349.15,807.99,"1,263.51"
2024-02-06,"2,576.20",347.80,807.03,"1,259.62"
2024-02-07,"2,609.58",352.25,811.92,"1,274.65"
2024-02-08,"2,620.32",353.29,826.58,"1,306.24"
2024-02-09,"2,620.32",353.29,826.58,"1,306.24"
2024-02-10,"2,620.32",353.29,826.58,"1,306.24"
2024-02-11,"2,620.32",353.29,826.58,"1,306.24"
2024-02-12,"2,620.32",353.29,826.58,"1,306.24"
2024-02-13,"2,649.64",357.38,845.15,"1,336.73"
2024-02-14,"2,620.42",352.69,853.30,"1,340.70"
2024-02-15,"2,613.80",351.21,859.21,"1,351.81"
2024-02-16,"2,648.76",355.52,857.60,"1,350.85"
2024-02-17,"2,648.76",355.52,857.60,"1,350.85"
2024-02-18,"2,648.76",355.52,857.60,"1,350.85"
2024-02-19,"2,680.26",360.88,858.47,"1,355.36"
2024-02-20,"2,657.79",356.92,866.17,"1,367.91"
2024-02-21,"2,653.31",356.04,864.07,"1,373.35"
2024-02-22,"2,664.27",357.67,870.11,"1,379.41"
2024-02-23,"2,667.70",358.57,868.57,"1,382.37"
2024-02-24,"2,667.70",358.57,868.57,"1,382.37"
2024-02-25,"2,667.70",358.57,868.57,"1,382.37"
2024-02-26,"2,647.08",355.48,867.40,"1,389.27"
2024-02-27,"2,625.05",352.76,853.75,"1,367.48"
2024-02-28,"2,652.29",356.79,863.39,"1,392.86"
2024-02-29,"2,642.36",355.57,862.96,"1,402.26"
2024-03-01,"2,642.36",355.57,862.96,"1,402.26"
2024-03-02,"2,642.36",355.57,862.96,"1,402.26"
2024-03-03,"2,642.36",355.57,862.96,"1,402.26"
2024-03-04,"2,674.27",361.10,872.97,"1,423.26"
2024-03-05,"2,649.40",357.59,866.37,"1,416.39"
2024-03-06,"2,641.49",356.25,870.67,"1,425.93"
2024-03-07,"2,647.62",356.82,863.37,"1,414.02"
2024-03-08,"2,680.35",361.71,873.18,"1,444.54"
2024-03-09,"2,680.35",361.71,873.18,"1,444.54"
2024-03-10,"2,680.35",361.71,873.18,"1,444.54"
2024-03-11,"2,659.84",358.34,875.93,"1,451.81"
2024-03-12,"2,681.81",361.11,889.71,"1,483.71"
2024-03-13,"2,693.57",363.04,889.93,"1,478.80"
2024-03-14,"2,718.76",366.68,887.52,"1,477.00"
2024-03-15,"2,666.84",359.39,880.46,"1,459.46"
2024-03-16,"2,666.84",359.39,880.46,"1,459.46"
2024-03-17,"2,666.84",359.39,880.46,"1,459.46"
2024-03-18,"2,685.84",361.31,894.48,"1,487.88"
2024-03-19,"2,656.17",357.33,891.91,"1,489.03"
2024-03-20,"2,690.14",363.32,891.45,"1,482.53"
2024-03-21,"2,754.86",373.66,904.29,"1,516.91"
2024-03-22,"2,748.56",372.65,903.98,"1,516.55"
2024-03-23,"2,748.56",372.65,903.98,"1,516.55"
2024-03-24,"2,748.56",372.65,903.98,"1,516.55"
2024-03-25,"2,737.57",370.73,913.69,"1,550.06"
2024-03-26,"2,757.09",374.60,916.09,"1,557.20"
2024-03-27,"2,755.11",374.08,911.25,"1,541.39"
2024-03-28,"2,745.82",373.22,910.05,"1,535.02"
2024-03-29,"2,746.63",374.63,905.50,"1,520.44"
2024-03-30,"2,746.63",374.63,905.50,"1,520.44"
2024-03-31,"2,746.63",374.63,905.50,"1,520.44"
2024-04-01,"2,747.86",374.28,912.45,"1,522.51"
2024-04-02,"2,753.16",376.34,891.59,"1,477.40"
2024-04-03,"2,706.97",369.72,879.96,"1,451.27"
2024-04-04,"2,742.00",375.61,882.90,"1,452.02"
2024-04-05,"2,714.21",371.57,872.29,"1,430.05"
2024-04-06,"2,714.21",371.57,872.29,"1,430.05"
2024-04-07,"2,714.21",371.57,872.29,"1,430.05"
2024-04-08,"2,717.65",372.51,860.57,"1,415.53"
2024-04-09,"2,705.16",370.27,859.33,"1,418.10"
2024-04-10,"2,705.16",370.27,859.33,"1,418.10"
2024-04-11,"2,706.96",370.72,858.10,"1,415.75"
2024-04-12,"2,681.82",367.25,860.47,"1,419.14"
2024-04-13,"2,681.82",367.25,860.47,"1,419.14"
2024-04-14,"2,681.82",367.25,860.47,"1,419.14"
2024-04-15,"2,670.43",365.31,852.42,"1,409.99"
2024-04-16,"2,609.63",356.67,832.81,"1,379.04"
2024-04-17,"2,584.18",352.79,833.03,"1,366.80"
2024-04-18,"2,634.70",359.06,855.65,"1,408.32"
2024-04-19,"2,591.86",352.58,841.91,"1,390.01"
2024-04-20,"2,591.86",352.58,841.91,"1,390.01"
2024-04-21,"2,591.86",352.58,841.91,"1,390.01"
2024-04-22,"2,629.44",356.89,845.82,"1,400.85"
2024-04-23,"2,623.02",355.98,845.44,"1,401.64"
2024-04-24,"2,675.75",363.60,862.23,"1,430.34"
2024-04-25,"2,628.62",356.51,853.26,"1,416.84"
2024-04-26,"2,656.33",361.02,856.82,"1,422.32"
2024-04-27,"2,656.33",361.02,856.82,"1,422.32"
2024-04-28,"2,656.33",361.02,856.82,"1,422.32"
2024-04-29,"2,687.44",364.48,869.72,"1,444.87"
2024-04-30,"2,692.06",365.13,868.93,"1,442.22"
2024-05-01,"2,692.06",365.13,868.93,"1,442.22"
2024-05-02,"2,683.65",364.31,867.48,"1,434.32"
2024-05-03,"2,676.63",363.58,865.59,"1,427.33"
2024-05-04,"2,676.63",363.58,865.59,"1,427.33"
2024-05-05,"2,676.63",363.58,865.59,"1,427.33"
2024-05-06,"2,676.63",363.58,865.59,"1,427.33"
2024-05-07,"2,734.36",372.80,871.26,"1,434.36"
2024-05-08,"2,745.05",374.09,872.42,"1,438.25"
2024-05-09,"2,712.14",368.83,870.15,"1,429.88"
2024-05-10,"2,727.63",371.08,864.16,"1,412.67"
2024-05-11,"2,727.63",371.08,864.16,"1,412.67"
2024-05-12,"2,727.63",371.08,864.16,"1,412.67"
2024-05-13,"2,727.21",370.99,854.43,"1,387.44"
2024-05-14,"2,730.34",371.04,862.15,"1,397.91"
2024-05-15,"2,730.34",371.04,862.15,"1,397.91"
2024-05-16,"2,753.00",374.60,870.37,"1,411.83"
2024-05-17,"2,724.62",370.58,855.06,"1,373.28"
2024-05-18,"2,724.62",370.58,855.06,"1,373.28"
2024-05-19,"2,724.62",370.58,855.06,"1,373.28"
2024-05-20,"2,742.14",373.68,847.08,"1,348.68"
2024-05-21,"2,724.18",371.55,846.51,"1,347.81"
2024-05-22,"2,723.46",371.41,845.72,"1,350.32"
2024-05-23,"2,721.81",371.62,846.58,"1,344.91"
2024-05-24,"2,687.60",366.08,839.41,"1,332.80"
2024-05-25,"2,687.60",366.08,839.41,"1,332.80"
2024-05-26,"2,687.60",366.08,839.41,"1,332.80"
2024-05-27,"2,722.99",371.16,847.99,"1,354.71"
2024-05-28,"2,722.85",371.33,851.01,"1,355.15"
2024-05-29,"2,677.30",364.96,838.45,"1,329.70"
2024-05-30,"2,635.44",358.70,831.99,"1,319.75"
2024-05-31,"2,636.52",358.21,839.98,"1,338.55"
2024-06-01,"2,636.52",358.21,839.98,"1,338.55"
2024-06-02,"2,636.52",358.21,839.98,"1,338.55"
2024-06-03,"2,682.52",365.48,844.72,"1,342.24"
2024-06-04,"2,662.10",362.52,845.84,"1,360.09"
2024-06-05,"2,689.50",366.44,850.75,"1,378.13"
2024-06-06,"2,689.50",366.44,850.75,"1,378.13"
2024-06-07,"2,722.67",371.39,866.18,"1,415.58"
2024-06-08,"2,722.67",371.39,866.18,"1,415.58"
2024-06-09,"2,722.67",371.39,866.18,"1,415.58"
2024-06-10,"2,701.17",367.46,864.71,"1,397.13"
2024-06-11,"2,705.32",367.71,868.36,"1,415.35"
2024-06-12,"2,728.17",371.12,870.67,"1,413.55"
2024-06-13,"2,754.89",374.75,871.33,"1,404.99"
2024-06-14,"2,758.42",376.00,862.19,"1,386.61"
2024-06-15,"2,758.42",376.00,862.19,"1,386.61"
2024-06-16,"2,758.42",376.00,862.19,"1,386.61"
2024-06-17,"2,744.10",373.86,858.96,"1,384.60"
2024-06-18,"2,763.92",377.73,858.95,"1,385.22"
2024-06-19,"2,797.33",383.01,861.17,"1,388.35"
2024-06-20,"2,807.63",384.78,857.51,"1,381.97"
2024-06-21,"2,784.26",380.88,852.67,"1,379.85"
2024-06-22,"2,784.26",380.88,852.67,"1,379.85"
2024-06-23,"2,784.26",380.88,852.67,"1,379.85"
2024-06-24,"2,764.73",378.39,841.52,"1,363.01"
2024-06-25,"2,774.39",379.85,841.99,"1,365.52"
2024-06-26,"2,792.05",383.01,842.12,"1,359.21"
2024-06-27,"2,784.06",382.27,838.65,"1,360.56"
2024-06-28,"2,797.82",384.02,840.44,"1,361.54"
2024-06-29,"2,797.82",384.02,840.44,"1,361.54"
2024-06-30,"2,797.82",384.02,840.44,"1,361.54"
2024-07-01,"2,804.31",384.34,847.15,"1,384.35"
2024-07-02,"2,780.86",381.20,829.91,"1,350.23"
2024-07-03,"2,794.01",383.23,836.10,"1,384.16"
2024-07-04,"2,824.94",388.53,840.81,"1,397.50"
2024-07-05,"2,862.23",395.47,847.49,"1,424.92"
2024-07-06,"2,862.23",395.47,847.49,"1,424.92"
2024-07-07,"2,862.23",395.47,847.49,"1,424.92"
2024-07-08,"2,857.76",394.47,859.27,"1,446.14"
2024-07-09,"2,867.38",395.79,860.42,"1,444.75"
2024-07-10,"2,867.99",395.60,858.55,"1,438.60"
2024-07-11,"2,891.35",398.52,852.42,"1,424.16"
2024-07-12,"2,857.00",392.29,850.37,"1,420.91"
2024-07-13,"2,857.00",392.29,850.37,"1,420.91"
2024-07-14,"2,857.00",392.29,850.37,"1,420.91"
2024-07-15,"2,860.92",393.84,852.88,"1,424.44"
2024-07-16,"2,866.09",395.31,839.61,"1,395.72"
2024-07-17,"2,843.29",391.55,829.41,"1,371.92"
2024-07-18,"2,824.35",389.00,822.48,"1,364.51"
2024-07-19,"2,795.46",383.89,828.72,"1,381.90"
2024-07-20,"2,795.46",383.89,828.72,"1,381.90"
2024-07-21,"2,795.46",383.89,828.72,"1,381.90"
